Height,Width,CenterX,CenterY,Area,Perimeter,Compactness,MajorAxis,MinorAxis,Orientation,Eccentricity,HuMoment1,HuMoment2,HuMoment3,HuMoment4,HuMoment5,HuMoment6,HuMoment7,Class
676,414,216.0208082,416.8531702,114282,3855.749,0.903401544,649.0898572,357.2265418,66.52905669,0.834934118,0.300209915,0.025802083,0.006676466,0.001498851,4.55E-06,0.000186067,1.88E-08,9
647,399,227.4358049,393.9102073,94462,3717.085,0.914086381,655.8423583,334.7095072,62.19280206,0.859966463,0.358724461,0.044295216,0.016701192,0.002980349,1.94E-05,0.000459013,1.37E-05,9
643,389,226.0898376,384.3851575,95361,5024.037,0.952523904,618.0549029,314.8053947,63.23561769,0.860560289,0.315311117,0.034375833,0.01012348,0.002142236,9.00E-06,0.000293066,4.78E-06,9
632,396,226.8383666,398.2140701,80497,5911.672,0.97105531,528.896614,318.9234111,52.63456563,0.797742968,0.3511503,0.040534406,0.015939218,0.002770389,1.52E-05,0.000338884,1.39E-05,9
632,387,222.9880923,380.7398804,102203,4378.145,0.932997158,620.3986131,315.4135992,60.97176327,0.861118235,0.296225338,0.030457601,0.008428957,0.001875916,7.01E-06,0.000251858,5.07E-06,9
664,405,214.8328193,401.9266669,96614,4838.7,0.948144774,652.5665799,345.9789956,67.80780875,0.84788392,0.352929426,0.039217614,0.010688166,0.002159494,9.75E-06,0.000320668,-9.81E-07,9
659,400,212.2985197,398.149935,97749,4470.304,0.938532143,640.713853,341.3743844,65.78855688,0.846239187,0.33699183,0.035331259,0.009717068,0.002062923,8.63E-06,0.000284393,1.53E-07,9
657,405,218.1610079,395.6889911,100846,3733.927,0.909105649,656.8764617,348.8731736,64.27586736,0.84730334,0.342852295,0.036858522,0.010941076,0.001767003,7.16E-06,0.000237701,1.79E-06,9
661,403,211.7500346,401.6530024,108263,3594.411,0.894698526,648.2686522,342.5703172,65.65253429,0.84897139,0.310366783,0.030574146,0.007416194,0.001682749,5.85E-06,0.000245291,1.25E-06,9
658,405,217.6195177,393.2277517,101918,3986.491,0.919410366,653.0618732,345.0219881,64.8793886,0.849048821,0.334542406,0.035545679,0.009999723,0.001649782,6.35E-06,0.000233595,1.80E-06,9
660,404,214.5938141,396.6013329,105336,3722.674,0.90448388,656.7217522,344.7765858,64.99026801,0.851104419,0.318744394,0.032777713,0.008478107,0.001657653,6.05E-06,0.000242388,1.75E-06,9
657,405,216.8388561,397.627483,109697,3188.651,0.864421558,656.0252929,344.1742471,64.83314828,0.851326876,0.312702256,0.031578633,0.008039367,0.001618678,5.69E-06,0.000231911,1.64E-06,9
656,405,219.2694476,392.8508998,96130,4210.246,0.931851883,658.0856992,346.2699351,65.20521602,0.850374719,0.351602288,0.039703234,0.012284068,0.002318705,1.16E-05,0.000347777,2.64E-06,9
653,409,221.9773804,394.369389,108092,3527.736,0.890853136,656.8570956,347.2155752,64.32954868,0.848870172,0.319192621,0.032312721,0.00871927,0.001611583,5.87E-06,0.000230664,2.18E-06,9
657,406,215.2639069,396.758937,106943,3252.792,0.872986571,658.9930808,343.6589383,65.3187818,0.853256803,0.319475738,0.032920521,0.008339352,0.001511783,5.13E-06,0.00021318,1.67E-06,9
654,408,219.5639954,396.3967697,111508,3311.578,0.872224993,659.3528303,344.3952019,64.21835744,0.852747676,0.310156643,0.031396545,0.008075022,0.001585543,5.51E-06,0.000224514,2.00E-06,9
658,407,219.2689513,395.4733708,91366,4454.47,0.942136806,658.167908,344.2371374,65.08117066,0.852318397,0.369119765,0.04430097,0.015319438,0.002699277,1.63E-05,0.000435068,5.42E-06,9
655,405,216.2133366,398.3883862,110403,3518.387,0.887926348,652.4776089,340.4411344,64.37698156,0.853088177,0.306619652,0.030763347,0.007424386,0.001662649,5.72E-06,0.000240997,1.95E-06,9
657,406,216.6596235,399.5196344,112023,3533.474,0.887250854,652.6746211,342.0942809,64.53472521,0.851630791,0.302963048,0.029710457,0.007230256,0.001648045,5.62E-06,0.000241267,2.02E-06,9
651,406,214.6046953,395.2082077,104828,3478.195,0.891112178,653.7743978,333.1271315,64.57552555,0.860444321,0.317512854,0.033229687,0.009189924,0.001924917,7.94E-06,0.000294451,3.62E-06,9
654,403,211.3462484,397.2063645,111807,2832.357,0.824860997,656.3690354,331.9644104,64.83218789,0.862674936,0.296625585,0.029062705,0.006546524,0.001451339,4.43E-06,0.000213291,2.04E-06,9
651,404,218.313664,388.5130709,104545,3459.887,0.890253848,641.3724237,344.5375925,64.05078607,0.843462515,0.316889771,0.030609102,0.009154245,0.001560865,5.73E-06,0.000226657,4.09E-06,9
653,404,216.1256046,392.8792515,105227,3657.19,0.901135129,646.5074765,339.7322268,64.36288102,0.85080072,0.316814992,0.032294243,0.00866136,0.001619594,5.89E-06,0.0002411,3.30E-06,9
651,409,221.4393728,392.3067245,101019,4237.055,0.929289367,662.0341706,342.4962611,64.08431709,0.855780404,0.343744035,0.039437834,0.010902851,0.001977191,8.80E-06,0.00031023,4.32E-06,9
652,407,218.8297575,395.3541372,109579,3622.684,0.895075649,655.2038326,342.2387177,63.90158129,0.852737735,0.311664278,0.031698373,0.00797784,0.001620594,5.71E-06,0.000237132,2.46E-06,9
648,410,221.6515794,400.455248,104945,3310.935,0.879698704,655.9471103,340.2426759,63.3879412,0.854953629,0.325193633,0.035079655,0.010772229,0.002358447,1.16E-05,0.000362811,5.04E-06,9
649,408,226.1615471,383.7513633,86922,5398.43,0.962519565,651.5840978,346.4110404,63.45619507,0.846967665,0.382572953,0.04567831,0.018919732,0.002467164,1.45E-05,0.000353618,1.21E-05,9
649,425,234.4655417,396.0837138,95289,4297.327,0.935158085,669.9256347,358.2759713,62.33691466,0.844978918,0.378560839,0.044172952,0.016857981,0.001995348,1.00E-05,0.000250234,5.79E-06,9
653,427,231.1896564,396.1334367,99965,4413.01,0.935495797,672.8749072,365.3828865,63.34467614,0.839721344,0.361044012,0.038681957,0.014049386,0.001908128,9.10E-06,0.000265549,5.36E-06,9
655,429,234.4731857,394.7737987,106529,3711.556,0.90282251,671.6219754,367.3407397,63.03257989,0.837168096,0.343818228,0.034399987,0.01093951,0.000974204,2.54E-06,9.37E-05,1.51E-06,9
659,425,230.4814193,397.3697896,110141,3230.029,0.867338154,670.8886948,366.9900763,63.56132238,0.837119009,0.331834073,0.032033005,0.009907183,0.001125932,3.25E-06,0.000123434,1.54E-06,9
660,425,228.9405046,398.1482758,113471,2965.172,0.83782087,666.0070969,371.738758,63.17990367,0.8297331,0.320438149,0.028289539,0.008434414,0.000974269,2.62E-06,0.00011458,1.53E-06,9
660,426,231.2845072,394.0082376,98936,3635.759,0.9059467,671.7676717,365.9183835,64.80550092,0.838624657,0.369662394,0.040197203,0.014794524,0.001505892,5.73E-06,0.000174042,2.46E-06,9
317,299,58.52116004,213.0719656,4655,1204.521,0.959681831,117.7776534,96.79170236,52.10059163,0.56975124,0.555914589,2.97E-05,0.088198631,0.003331238,-4.01E-05,1.45E-05,0.000254975,9
654,418,224.612279,402.2188759,110172,3589.328,0.892538029,658.0032932,346.9729146,63.94711657,0.849671845,0.313919732,0.031442452,0.007933793,0.001782479,6.60E-06,0.000263375,2.46E-06,9
665,425,228.4608324,406.2529382,103721,4566.802,0.937504004,669.5921127,358.9757757,66.10680003,0.844147422,0.340971841,0.035687994,0.011816201,0.002376576,1.22E-05,0.00036807,2.92E-06,9
669,392,222.6947858,409.5289004,96850,4595.219,0.942363572,668.689921,344.345094,67.00493995,0.857217323,0.365080851,0.044956793,0.015048733,0.003373316,2.31E-05,0.000605337,6.65E-06,9
661,395,220.0730528,404.9559943,111440,3424.367,0.880576344,660.9254423,343.6285635,64.9260045,0.854214766,0.311218521,0.031957789,0.00896568,0.002032694,8.52E-06,0.000314539,3.93E-06,9
668,395,219.8140739,406.919182,111980,3481.504,0.883904194,665.5394301,345.6018058,66.05317053,0.854603719,0.313898015,0.032597998,0.009087412,0.002072927,8.93E-06,0.000338763,4.30E-06,9
664,396,224.2766947,403.6272143,101050,3965.705,0.919256909,668.5907126,345.9068148,65.76255877,0.855763589,0.350488569,0.040996035,0.013685221,0.00263182,1.51E-05,0.000437813,6.58E-06,9
667,414,220.9980409,405.2725444,114851,3304.281,0.867812406,664.7527048,349.5350385,65.89629559,0.850600729,0.306965852,0.030268409,0.00848551,0.001936988,7.80E-06,0.000303208,3.51E-06,9
665,396,225.377297,401.0626505,97573,4341.558,0.934949849,666.3493719,345.2599118,65.89606276,0.855297958,0.360771913,0.043288544,0.014371722,0.002737344,1.61E-05,0.00045803,7.00E-06,9
666,393,221.5086298,405.7013802,102957,3697.105,0.905345302,661.4390802,345.5996375,66.41718062,0.852641399,0.338096311,0.037278412,0.011800287,0.002546191,1.36E-05,0.00042784,6.07E-06,9
667,395,220.6424987,405.7065403,108008,3558.414,0.892810353,664.7792113,346.2383713,66.26709841,0.853659121,0.325105742,0.034727178,0.010271658,0.002178394,1.02E-05,0.00036084,4.95E-06,9
664,415,219.882375,404.1478228,114644,3269.208,0.865204284,666.7836111,343.4254783,66.04803591,0.857161415,0.302128456,0.029363194,0.007474086,0.00160852,5.48E-06,0.000236634,2.16E-06,9
665,414,219.0161559,402.046926,114819,2676.204,0.798541687,660.5184545,348.2994456,66.02886918,0.849671603,0.299733242,0.027353262,0.007271927,0.001420469,4.49E-06,0.000204313,2.35E-06,9
664,395,220.6163106,400.2235058,109156,3328.123,0.876160628,662.4234383,347.8338868,65.67633215,0.851044875,0.320526033,0.033113024,0.009451504,0.001828034,7.48E-06,0.000292483,4.39E-06,9
662,395,225.5127699,396.1264445,98826,3572.207,0.902678712,661.672433,344.4229513,66.61342873,0.853840986,0.351905985,0.040746122,0.01388845,0.002652986,1.54E-05,0.000453655,8.05E-06,9
663,396,221.1177644,402.6012005,101788,3875.13,0.914820734,658.2575238,346.2580732,65.64189495,0.850470835,0.339677172,0.03703338,0.01212268,0.002354352,1.21E-05,0.000379251,6.22E-06,9
663,413,218.178273,403.102444,110802,3686.932,0.897569992,657.6336855,344.1191475,66.00743364,0.852167724,0.306790871,0.02930778,0.007736919,0.00163993,5.74E-06,0.000243466,2.64E-06,9
661,395,219.8254842,403.7388386,106976,3726.221,0.903181355,656.784166,343.6031704,65.36890846,0.852234515,0.321009823,0.033501911,0.009976309,0.002170355,9.98E-06,0.000352365,5.17E-06,9
663,412,216.2348492,402.3944134,114631,3167.363,0.856412621,655.6608449,345.305817,66.00630421,0.850080297,0.296631936,0.027015749,0.007075108,0.001621602,5.47E-06,0.00024163,2.63E-06,9
663,414,219.9018981,404.6247113,109529,3647.214,0.896529513,656.5009313,348.2952834,65.8150684,0.847664402,0.315167484,0.031224,0.008794352,0.001855318,7.40E-06,0.000287617,3.27E-06,9
665,414,215.7135838,402.6462345,115814,3206.757,0.858473156,653.6790935,345.5607705,66.46077507,0.848846267,0.290533393,0.025332493,0.006246888,0.001365674,3.95E-06,0.000192437,1.78E-06,9
663,417,221.7704129,404.4223572,103403,3827.898,0.911320693,655.1973304,344.5331473,66.51939537,0.850579555,0.327503015,0.03283828,0.010120044,0.002173981,9.93E-06,0.000332828,3.20E-06,9
665,413,215.5643372,404.4583245,108421,3722.325,0.90166804,653.9617725,343.9461858,66.59908347,0.850520225,0.311196224,0.029527937,0.008209319,0.00174742,6.52E-06,0.000262756,2.68E-06,9
664,416,220.1491235,404.0915438,104846,4075.518,0.920677554,650.4579806,340.8852207,67.04846057,0.851675471,0.317787492,0.031147307,0.009177047,0.002195002,9.67E-06,0.000341142,3.35E-06,9
665,390,218.7635073,404.3600791,98595,4211.294,0.930139188,654.8252257,342.9546706,66.74749864,0.851881447,0.346380849,0.038907807,0.0126744,0.002922338,1.74E-05,0.000508293,7.17E-06,9
665,415,217.6248377,403.9084998,112426,3394.198,0.877368433,655.9391529,345.7637159,66.55961436,0.849786066,0.302709343,0.027969661,0.007776787,0.001710741,6.14E-06,0.000251421,2.51E-06,9
666,414,220.3350312,407.0999233,99146,4575.274,0.940481655,653.7113633,344.0673774,67.01684518,0.85028088,0.344012993,0.03793133,0.011715514,0.002723284,1.49E-05,0.000454654,4.20E-06,9
664,416,219.0913185,404.207391,113679,3578.651,0.888454664,653.0846836,351.8080716,66.12908197,0.842506128,0.302544158,0.02770573,0.007601601,0.001749667,6.28E-06,0.000253767,2.21E-06,9
666,414,215.3758882,403.5877788,113148,3345.956,0.872996323,653.9386378,347.9001536,66.80207973,0.846739743,0.29999132,0.026802783,0.007207305,0.001563568,5.18E-06,0.000228575,2.40E-06,9
663,418,221.1863211,401.1924644,108737,3999.812,0.914590132,651.5503618,355.3938337,66.44967442,0.838137681,0.316601716,0.029380311,0.008594989,0.001696762,6.31E-06,0.000249277,2.69E-06,9
666,416,218.1107302,400.6341735,107920,3812.544,0.906699908,650.5268739,348.6108947,67.05202604,0.844287764,0.310409059,0.027813895,0.008062449,0.00152456,5.16E-06,0.000214409,2.32E-06,9
665,415,218.2571763,402.4807934,105068,4125.066,0.922407718,657.3754805,348.5993006,66.67914934,0.847816648,0.326101338,0.031967777,0.009724766,0.001868091,7.68E-06,0.000280489,3.19E-06,9
663,416,217.0567334,401.3139796,109195,3211.138,0.866925551,653.0627557,349.2092565,66.53947995,0.845025872,0.309905475,0.027958102,0.00761421,0.001504165,5.02E-06,0.000219711,2.31E-06,9
661,419,220.1826717,397.1909903,106508,3680.443,0.901192047,650.9846027,353.9517908,66.37459597,0.839268231,0.317129776,0.027951551,0.008313093,0.001272185,3.97E-06,0.000174302,2.47E-06,9
660,427,231.2395277,397.662861,99763,4403.648,0.935352137,655.0080533,368.0373585,65.99046189,0.827217267,0.353645846,0.033828822,0.013895111,0.00170154,7.13E-06,0.000213838,3.31E-06,9
662,426,225.4456904,398.4446473,107366,3692.393,0.901039746,662.8433145,361.6889097,66.53253807,0.838004867,0.327720162,0.029671889,0.009646916,0.001311715,4.45E-06,0.000182651,2.78E-06,9
662,428,227.5521705,398.3935438,110158,2841.122,0.828507102,659.606819,368.5017338,66.20574485,0.82939086,0.319636543,0.026607646,0.009135586,0.001194838,3.60E-06,0.000145272,2.17E-06,9
664,427,226.8841375,400.1219596,108249,3272.441,0.872974736,658.2413418,364.5782433,66.74481003,0.832605069,0.323726793,0.028081858,0.009466518,0.001353411,4.61E-06,0.000184824,2.72E-06,9
659,427,228.1257733,398.1253773,113633,3281.316,0.86737719,652.8083897,368.9288275,65.3153741,0.82499429,0.309254965,0.025450518,0.008180663,0.001119948,3.20E-06,0.000138563,1.84E-06,9
662,402,224.4798462,398.3533216,108714,3240.306,0.869886221,656.5317492,360.4290804,66.72597333,0.835829203,0.322489557,0.02996867,0.009643564,0.001491555,5.46E-06,0.000221002,3.70E-06,9
661,404,225.5691138,398.5209246,111830,3456.767,0.882394407,654.0800902,365.3724195,65.75109923,0.829433804,0.313715364,0.027056488,0.008898969,0.001210179,3.86E-06,0.000168004,3.09E-06,9
663,404,227.7169551,397.643448,103609,3826.081,0.911059611,644.5813099,363.5548168,66.079515,0.825763176,0.330370282,0.029205262,0.011186358,0.001448853,5.54E-06,0.000202537,4.61E-06,9
658,466,17.3468599,51.14589372,1035,341.924,0.888752299,85.12220393,20.76188722,-76.81163814,0.969798668,0.334925009,0.02425472,0.005208513,0.00211179,3.68E-06,0.000157464,-3.75E-06,9
659,402,225.3188937,396.2012239,106051,3643.003,0.899583386,648.3962163,359.7500151,65.6081728,0.831963392,0.324040636,0.029410521,0.009583827,0.001243365,3.96E-06,0.000163095,2.75E-06,9
657,404,223.7690188,398.0441506,116148,2726.104,0.803602136,651.049732,363.2355485,65.57115239,0.829892793,0.299086426,0.024675178,0.007236932,0.001215426,3.58E-06,0.000169791,2.49E-06,9
657,403,224.235583,403.2697415,114847,3770.747,0.898497969,647.7295353,358.1936798,65.503657,0.833182025,0.298144297,0.025121818,0.00763869,0.00141866,4.54E-06,0.000188722,2.20E-06,9
657,403,225.140366,403.0947821,110390,3545.684,0.889658333,649.589759,355.7552103,65.69091591,0.836700087,0.310561655,0.027972754,0.0088443,0.001588886,5.69E-06,0.000214753,2.40E-06,9
654,404,223.7621044,404.8360823,112831,3377.827,0.875730802,646.6428236,355.8828832,65.07437736,0.834930992,0.301788393,0.026068769,0.008326977,0.001616036,5.83E-06,0.000223859,2.98E-06,9
654,403,224.9929205,403.1585653,110743,3353.683,0.876267972,645.8764558,353.9327766,65.35205985,0.836485961,0.306135781,0.027134305,0.008247793,0.00155674,5.47E-06,0.000218178,2.64E-06,9
653,406,225.2607575,403.2029617,117569,2944.799,0.829630686,645.4660429,360.4574858,64.7154412,0.829541339,0.290550173,0.023228188,0.006967249,0.001333552,4.00E-06,0.000174049,2.24E-06,9
654,405,225.4031175,404.1503845,114706,3240.661,0.862744804,644.9307108,356.1264466,64.93284099,0.833716084,0.295735382,0.024814409,0.007228705,0.001466787,4.69E-06,0.000197781,2.33E-06,9
652,406,225.5755262,405.3197878,113272,3325.365,0.8712777,648.2503268,357.9597927,64.42747949,0.833715802,0.302572551,0.025973922,0.007871849,0.001576151,5.47E-06,0.000215689,2.70E-06,9
654,405,223.2383006,404.3700365,117356,3326.017,0.866688924,648.9594172,356.7943978,64.78056403,0.83529987,0.292087218,0.0244898,0.006874352,0.001390784,4.24E-06,0.000187193,2.12E-06,9
651,408,228.9927932,401.3198425,111977,3453.586,0.882022784,654.9842653,359.3779066,64.57828345,0.836031308,0.31154367,0.028007048,0.008748635,0.001482594,5.19E-06,0.000203963,2.94E-06,9
654,406,226.9739328,401.5200052,114320,3485.307,0.881736697,646.6410012,361.0156485,64.93697206,0.829643331,0.299867543,0.02475573,0.00763364,0.001330539,4.18E-06,0.000180461,2.60E-06,9
651,426,228.5558266,401.2049,119307,3184.794,0.852186842,650.1488272,365.2982165,64.31473438,0.827226491,0.291338329,0.022959398,0.006904104,0.001240227,3.58E-06,0.000160078,2.07E-06,9
653,424,227.5032468,402.2831184,113034,3705.2,0.896534479,648.2873286,361.5727613,64.72363841,0.830018842,0.304672704,0.025629961,0.008069316,0.001444261,4.82E-06,0.000192186,2.45E-06,9
651,427,229.254054,403.6729519,113653,3552.287,0.886818701,652.4373841,364.7843183,64.20615744,0.829093431,0.307266279,0.025892036,0.00839495,0.001540811,5.43E-06,0.000206649,2.91E-06,9
652,479,13.12487992,46.01729107,1041,369.348,0.904106518,86.17083814,22.1284343,-79.15418779,0.966465298,0.29842716,0.02059557,0.003317552,0.002077564,3.87E-06,0.000179284,-2.46E-06,9
652,410,230.1631557,404.1053481,110937,3692.498,0.897754137,655.1442945,359.5835771,64.09691292,0.835913208,0.314656253,0.028549474,0.009390337,0.001593217,5.86E-06,0.0002088,2.98E-06,9
653,407,225.9832395,403.5268934,120104,2766.059,0.802737535,653.181728,360.1607767,64.67036505,0.834244668,0.289530011,0.023872451,0.00680799,0.001334073,4.00E-06,0.000181555,2.25E-06,9
652,411,233.851084,394.5458978,99264,3873.734,0.916873012,652.1360562,370.0213841,64.09357529,0.82344296,0.35398719,0.032962149,0.014232821,0.001579291,6.75E-06,0.000201738,5.95E-06,9
653,428,229.9804051,399.3770274,116408,3035.815,0.841276187,652.7621183,371.813002,64.46845325,0.821922359,0.303006601,0.023882771,0.007618546,0.001073063,3.01E-06,0.000137343,2.16E-06,9
650,429,235.3498652,402.0869289,102348,4375.426,0.932818679,649.3263129,365.2888126,64.33667076,0.826752477,0.338953857,0.030970598,0.011809135,0.001744784,7.11E-06,0.000212203,2.95E-06,9
654,412,229.6214491,404.0233458,115781,3159.368,0.854237191,654.7225906,367.2486116,64.79869201,0.827868338,0.304204022,0.025150531,0.008071081,0.001406171,4.63E-06,0.000184614,2.31E-06,9
657,410,227.2599396,403.6556286,120251,2721.943,0.796042111,652.4960806,367.3561398,65.20728007,0.826456012,0.291425311,0.022843996,0.006720356,0.001072236,2.82E-06,0.00013623,1.70E-06,9
660,457,11.13789869,83.45590994,1066,250.099,0.785837633,76.27258866,21.97640467,-88.45552215,0.957591367,0.321294403,0.021975077,0.00521252,0.001948833,4.37E-06,0.000175739,-2.25E-06,9
659,431,232.6374348,405.7385013,104555,3885.235,0.912959759,652.7408608,370.4480307,65.5194208,0.82335482,0.336733618,0.029809314,0.010998856,0.00140618,5.07E-06,0.000177081,2.39E-06,9
658,410,230.0929636,421.8032014,116637,4901.393,0.938989139,625.4364542,358.4768634,66.76665451,0.819441571,0.278473069,0.019811144,0.007606402,0.001997119,7.47E-06,0.000235887,1.38E-06,9
82,267,34.73353293,26.96257485,1336,395.942,0.89290895,65.80780306,46.41897755,-36.28316852,0.708837379,1.47886172,1.797303749,0.207968411,0.021052186,-0.001377278,-0.028209515,-0.000209644,9
648,408,231.0112594,414.2893816,104357,5227.656,0.95201368,609.6130396,342.074926,65.8727356,0.827724616,0.292650462,0.02325306,0.009925506,0.002789532,1.40E-05,0.000355013,3.15E-06,9
658,455,16.29496403,74.74280576,1112,389.982,0.908119039,89.66569321,25.00746309,-79.50587361,0.960321117,0.351767479,0.024931183,0.008042696,0.002589674,6.53E-06,0.000166795,-7.66E-06,9
659,451,17.92307692,73.79230769,1040,301.831,0.856545057,70.49025701,24.87425494,-78.03480579,0.935670444,0.353938136,0.025809019,0.007855676,0.002368656,6.60E-06,0.00018982,-4.89E-06,9
656,436,236.23019,406.2896824,112216,3538.286,0.887363595,659.6282362,380.2447477,64.6261449,0.81713023,0.322867841,0.026182344,0.010146707,0.001374798,4.83E-06,0.000164044,2.08E-06,9
657,419,238.6757385,409.0675428,99833,4890.727,0.947551008,657.144956,370.0620602,65.68152433,0.826364152,0.356088502,0.034082,0.014854666,0.002313018,1.25E-05,0.000315172,3.85E-06,9
605,424,248.7689312,372.628043,89099,5213.854,0.958812545,630.0340896,367.727927,55.43237031,0.811995611,0.373306579,0.033700291,0.020392127,0.001424299,4.00E-06,4.40E-05,1.96E-05,9
623,423,245.5759601,379.6716754,86914,6803.147,0.976401745,628.7498686,369.1176705,60.0187464,0.809539073,0.382263007,0.034706493,0.021307645,0.001698178,5.85E-06,9.44E-05,1.30E-05,9
673,415,225.4384993,415.3228545,112958,3830.29,0.903247199,653.6795688,361.3926623,67.83743351,0.83327479,0.308689797,0.026947994,0.009678958,0.002081375,8.92E-06,0.000270442,-4.45E-08,9
672,427,229.3210798,412.4744884,109166,3823.451,0.906160388,663.7298542,363.6654268,68.14530018,0.8365361,0.32793661,0.031151853,0.009740721,0.001828605,7.25E-06,0.000248623,-1.90E-07,9
676,448,244.1357518,414.9906713,105052,5096.504,0.949175929,640.4120103,391.0390104,73.515376,0.791935026,0.33498433,0.023419801,0.009823026,0.001490001,4.17E-06,0.000135401,-3.55E-06,9
663,434,234.0774619,402.5903389,109925,3633.067,0.89534511,648.7816186,375.6938046,69.36531678,0.815273631,0.319573817,0.025303734,0.007839211,0.001082096,2.59E-06,0.000105336,-1.17E-06,9
660,441,22.07677357,74.31584062,1029,306.726,0.862556547,78.37378342,21.82587713,-72.99750638,0.960440748,0.34082079,0.026526868,0.006441467,0.001904946,4.43E-06,0.000138695,-4.68E-06,9
657,484,27.35205314,126.8707729,1656,500.811,0.917029735,97.38949293,33.74846833,-79.00483195,0.938038559,0.322775452,0.021360416,0.003410211,0.001605847,1.89E-06,8.60E-05,-2.92E-06,9
653,472,21.71650821,122.0475367,1157,372.011,0.894941388,97.22896629,23.51572719,-79.72918039,0.970311337,0.314086356,0.022027526,0.004390717,0.001467132,2.51E-06,0.000107332,-1.97E-06,9
653,432,237.5917793,398.2350713,95588,4810.754,0.94809766,650.3880195,372.0694145,66.27408099,0.82020272,0.367098934,0.034618519,0.01425847,0.001717899,6.63E-06,0.000177522,-6.08E-07,9
639,421,235.8365611,388.5420681,93099,4069.346,0.929351061,656.9949065,357.2015257,62.65021626,0.83928615,0.375439364,0.041659464,0.015594582,0.001533935,6.25E-06,0.000178513,4.95E-06,9
644,429,238.7551813,389.1241692,94041,3578.366,0.907709375,671.4013709,364.0260305,63.34180979,0.840256952,0.387664328,0.044738546,0.018406467,0.001732919,7.85E-06,0.000203526,6.33E-06,9
634,429,237.1356187,386.6559052,105686,3339.891,0.880940861,660.6578538,367.091711,60.22694942,0.831419166,0.337810611,0.031835685,0.011329172,0.000965595,2.59E-06,8.28E-05,2.86E-06,9
614,436,254.0183699,358.3744056,87480,6413.833,0.973277115,649.636878,374.1880142,54.65405473,0.817452759,0.401552015,0.04059546,0.029861508,0.000764909,-2.58E-06,-0.000118936,1.15E-05,9
599,489,318.5401295,346.8325402,83841,6740.976,0.976814271,669.4112284,404.0881058,56.24746718,0.797251687,0.44757851,0.042875429,0.067470637,0.00192813,-1.62E-05,-0.000386578,7.17E-05,9
611,482,298.7713178,356.2677066,94428,6737.771,0.97386165,670.0280936,399.2428807,55.42791168,0.803088392,0.402648395,0.036724546,0.042857241,0.001076737,-7.26E-06,-0.000205111,2.28E-05,9
643,416,238.8122837,389.4226021,95655,4029.652,0.925974311,662.2458608,359.6630747,63.30351936,0.839670614,0.371084794,0.040815004,0.017879914,0.001839693,8.34E-06,0.00020835,7.29E-06,9
643,407,232.524283,385.8874632,85492,8528.16,0.985228498,644.8692098,353.4410849,63.84774593,0.836424729,0.395352219,0.045235866,0.022745252,0.002760071,1.84E-05,0.000386161,1.79E-05,9
648,416,229.1628271,399.9338164,107912,3164.014,0.864542576,660.7936789,354.7182751,63.51024395,0.843705452,0.32577763,0.032408535,0.010948149,0.001733392,7.18E-06,0.000236545,3.96E-06,9
651,423,231.5082404,396.813333,107823,3216.73,0.869054054,667.8683335,362.4655994,63.94373894,0.839913593,0.334716081,0.033267578,0.011423604,0.001452445,5.53E-06,0.000190662,2.93E-06,9
652,426,233.0304596,395.0282852,109916,2904.182,0.836234234,672.9527954,365.4686108,62.97043764,0.839679607,0.326325171,0.03141176,0.010713639,0.001182854,3.79E-06,0.000136881,2.22E-06,9
653,425,232.8311303,394.7817922,105537,3025.546,0.85512045,671.5290693,364.3773049,63.78328111,0.839985797,0.3386118,0.033896337,0.01181708,0.001381259,5.00E-06,0.000170606,2.77E-06,9
649,422,236.2324206,392.7795505,99406,4145.578,0.927313747,664.2500651,363.1329483,62.88168932,0.837340903,0.360328858,0.03783309,0.016394823,0.001493881,5.61E-06,0.000143818,4.37E-06,9
652,420,229.4644026,397.9601015,111483,2839.261,0.826216765,664.6163406,360.3568929,63.13008369,0.840247606,0.32044544,0.030566274,0.009626372,0.001181602,3.76E-06,0.000148138,2.33E-06,9
649,421,231.0435201,398.2414232,110064,3163.49,0.861795487,659.6509881,360.8102248,62.95829142,0.837151293,0.32101876,0.02998768,0.010609242,0.001399468,4.98E-06,0.000166773,2.72E-06,9
653,421,231.8991476,394.7635826,108981,3341.372,0.877337731,659.1398179,361.9120423,63.88794969,0.835778218,0.324291174,0.030288434,0.010626686,0.001275056,4.43E-06,0.000162889,2.84E-06,9
649,420,231.7881638,396.1343488,108650,3097.861,0.857729211,659.3915745,360.4215955,62.9832022,0.837395659,0.324843843,0.030759056,0.011275983,0.001522192,6.01E-06,0.000197697,3.86E-06,9
653,420,228.6220373,403.7189289,117038,2713.34,0.800230896,662.5470399,358.2872079,63.99529373,0.841168902,0.302973232,0.027509202,0.008754802,0.001483075,5.20E-06,0.000196313,2.46E-06,9
650,421,231.7304563,397.9048184,110368,3125.497,0.858024024,665.9079449,361.9016478,63.14443491,0.839427952,0.325289692,0.031305763,0.011179485,0.001418945,5.33E-06,0.000181025,3.30E-06,9
653,419,232.4498343,395.9300675,106517,6809.47,0.971132966,659.5011043,360.5984564,63.77721031,0.83727984,0.331512437,0.032007739,0.011957067,0.001282392,4.39E-06,0.000146733,2.82E-06,9
653,419,231.7366082,398.3039366,106894,4048.981,0.918064574,662.5067126,360.8202407,64.16222595,0.83867721,0.33275598,0.032581081,0.012389605,0.001574261,6.35E-06,0.00019561,2.81E-06,9
